Product Id,Product Type,Product,Type,Market Size,Market,State,Budget Sales,Budget Profit,Cogs,Profit,Sales,Total Expenses,Date
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,230,60,79,14,213,107,01-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,290,100,170,147,362,71,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,110,10,54,-4,137,78,02-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,120,40,60,49,149,47,02-01-2011
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,110,10,59,27,141,55,02-01-2011
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,110,30,62,50,145,40,02-01-2011
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,80,30,44,45,107,26,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,220,110,77,119,201,32,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,220,90,75,88,201,55,02-01-2011
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,250,120,99,156,259,39,02-01-2011
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,190,80,83,101,202,39,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,240,110,95,147,247,38,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,210,110,99,156,259,39,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,160,60,83,101,202,39,02-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,200,100,95,147,247,38,02-01-2011
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,160,80,77,117,201,33,02-01-2011
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,160,50,75,88,201,55,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,640,260,234,298,581,110,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,530,180,228,211,487,87,02-01-2011
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,370,140,148,171,377,91,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,260,100,104,141,271,55,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,470,190,234,298,581,110,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,220,110,104,141,271,55,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,400,140,228,209,487,88,02-01-2011
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,460,150,240,251,569,125,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,50,20,19,16,50,17,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,47,46,11,02-01-2011
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,40,20,18,15,48,17,02-01-2011
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,60,20,28,9,67,29,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,50,20,23,18,58,19,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,90,10,43,-12,111,69,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,80,-20,84,-47,109,50,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,70,10,35,13,87,38,02-01-2011
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,50,-10,30,-10,72,45,02-01-2011
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,60,0,33,-6,79,45,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,140,70,50,71,131,25,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,120,60,42,56,110,23,02-01-2011
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,200,50,86,62,206,65,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,170,60,75,68,176,44,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,40,30,22,25,60,17,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,70,50,32,42,85,20,02-01-2011
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,170,60,80,92,213,58,02-01-2011
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,180,70,86,105,220,49,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,400,140,170,145,362,72,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,150,40,59,27,141,55,02-01-2011
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,140,50,60,49,149,47,02-01-2011
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,130,50,52,56,136,38,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,130,20,54,-4,137,78,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,150,80,65,98,185,43,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,100,50,47,64,123,25,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,120,50,56,61,146,40,02-01-2011
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,130,10,65,4,165,87,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,180,60,70,62,164,42,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,120,50,48,52,117,27,02-01-2011
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,120,30,53,18,126,53,02-01-2011
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,230,40,92,22,234,113,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,180,60,77,74,192,53,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,150,50,86,61,206,66,02-01-2011
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,120,50,75,68,176,44,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,130,60,50,71,131,25,02-01-2011
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,70,40,27,31,70,18,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,150,20,65,4,165,87,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,120,40,55,43,139,46,02-01-2011
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,300,130,130,180,346,74,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,80,30,48,50,117,28,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,90,20,53,18,126,53,02-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,120,50,70,62,164,42,02-01-2011
11,Tea,Darjeeling,Regular,Major Market,East,Florida,80,40,32,42,85,20,02-01-2011
13,Tea,Green Tea,Regular,Major Market,East,Florida,120,60,47,65,123,24,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,210,40,92,24,234,112,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,170,60,77,76,192,52,02-01-2011
2,Coffee,Columbian,Regular,Major Market,East,Florida,190,80,80,93,213,57,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,190,70,86,105,220,49,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,100,30,59,27,141,55,02-01-2011
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,80,40,32,42,85,20,02-01-2011
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,60,30,22,25,60,17,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,120,10,54,-6,136,78,02-01-2011
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,330,110,170,147,362,71,02-01-2011
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,440,330,75,505,501,55,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,50,0,33,-6,79,45,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,40,20,18,16,48,16,02-01-2011
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,47,46,11,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,100,10,43,-10,111,68,02-01-2011
7,Espresso,Regular Espresso,Regular,Small Market,East,New Hampshire,60,0,30,-9,72,44,02-01-2011
1,Coffee,Amaretto,Regular,Small Market,East,New Hampshire,90,40,41,37,108,35,02-01-2011
2,Coffee,Columbian,Regular,Small Market,East,New Hampshire,100,30,45,34,121,46,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,East,New York,380,110,240,194,528,124,02-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,East,New York,140,-80,213,-178,192,87,02-01-2011
11,Tea,Darjeeling,Regular,Major Market,East,New York,250,120,95,148,247,37,02-01-2011
12,Tea,Earl Grey,Regular,Major Market,East,New York,260,130,99,156,259,39,02-01-2011
13,Tea,Green Tea,Regular,Major Market,East,New York,200,90,77,117,201,33,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,East,New York,50,-190,121,-301,65,143,02-01-2011
7,Espresso,Regular Espresso,Regular,Major Market,East,New York,560,280,228,392,618,88,02-01-2011
2,Coffee,Columbian,Regular,Major Market,East,New York,610,250,258,364,687,142,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Louisiana,100,40,49,52,119,28,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,South,Louisiana,180,40,86,62,206,65,02-01-2011
2,Coffee,Columbian,Regular,Small Market,South,Louisiana,110,60,38,50,100,22,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Louisiana,140,70,47,65,123,24,02-01-2011
4,Espresso,Caffe Latte,Regular,Small Market,South,Louisiana,130,10,65,3,165,88,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,South,Louisiana,140,70,65,96,185,44,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Louisiana,110,50,56,61,146,40,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,South,New Mexico,40,20,18,15,48,17,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,South,New Mexico,60,20,28,7,67,30,02-01-2011
2,Coffee,Columbian,Regular,Small Market,South,New Mexico,140,50,45,36,121,45,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,New Mexico,120,-20,84,-46,109,49,02-01-2011
4,Espresso,Caffe Latte,Regular,Small Market,South,New Mexico,50,0,30,-10,72,45,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,South,New Mexico,80,0,43,-10,111,68,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,South,New Mexico,70,10,35,12,87,39,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Oklahoma,110,20,53,16,126,54,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,South,Oklahoma,210,40,92,22,234,113,02-01-2011
2,Coffee,Columbian,Regular,Small Market,South,Oklahoma,120,50,44,43,107,27,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Oklahoma,100,50,32,43,85,19,02-01-2011
4,Espresso,Caffe Latte,Regular,Small Market,South,Oklahoma,170,70,86,104,220,50,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,South,Oklahoma,40,30,22,25,60,17,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,South,Oklahoma,170,70,80,93,213,57,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,South,Texas,130,50,60,49,149,47,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,South,Texas,120,50,52,56,136,38,02-01-2011
2,Coffee,Columbian,Regular,Major Market,South,Texas,580,240,213,243,496,88,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,South,Texas,230,100,83,101,202,39,02-01-2011
4,Espresso,Caffe Latte,Regular,Major Market,South,Texas,160,60,75,86,201,56,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,South,Texas,200,100,99,157,259,38,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,South,Texas,160,90,77,119,201,32,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Utah,80,30,41,36,108,36,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,West,Utah,100,40,45,36,121,45,02-01-2011
10,Herbal Tea,Mint,Decaf,Small Market,West,Utah,80,-30,84,-46,109,49,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,West,Utah,70,10,43,-10,111,68,02-01-2011
12,Tea,Earl Grey,Regular,Small Market,West,Utah,50,10,35,13,87,38,02-01-2011
13,Tea,Green Tea,Regular,Small Market,West,Utah,40,10,30,-9,72,44,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Utah,110,50,50,71,131,25,02-01-2011
1,Coffee,Amaretto,Regular,Small Market,West,Utah,200,70,75,68,176,44,02-01-2011
2,Coffee,Columbian,Regular,Small Market,West,Utah,160,70,55,45,139,45,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Utah,240,80,86,61,206,66,02-01-2011
4,Espresso,Caffe Latte,Regular,Small Market,West,Utah,90,30,42,56,110,23,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,West,Utah,100,40,49,52,119,28,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,West,California,200,100,95,148,247,37,02-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,West,California,400,160,213,243,496,88,02-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,West,California,160,60,83,101,202,39,02-01-2011
11,Tea,Darjeeling,Regular,Major Market,West,California,160,90,99,157,259,38,02-01-2011
12,Tea,Earl Grey,Regular,Major Market,West,California,120,60,77,119,201,32,02-01-2011
13,Tea,Green Tea,Regular,Major Market,West,California,120,50,75,86,201,56,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,West,California,520,200,234,300,581,109,02-01-2011
1,Coffee,Amaretto,Regular,Major Market,West,California,160,-20,104,-40,141,55,02-01-2011
2,Coffee,Columbian,Regular,Major Market,West,California,800,360,258,364,687,142,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,West,California,150,-110,148,-174,130,91,02-01-2011
4,Espresso,Caffe Latte,Regular,Major Market,West,California,430,150,228,211,487,87,02-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,West,California,270,30,121,39,309,143,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Nevada,250,40,121,39,309,143,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,West,Nevada,310,120,148,171,377,91,02-01-2011
10,Herbal Tea,Mint,Decaf,Small Market,West,Nevada,220,110,104,140,271,56,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,West,Nevada,370,150,234,300,581,109,02-01-2011
12,Tea,Earl Grey,Regular,Small Market,West,Nevada,310,100,228,211,487,87,02-01-2011
13,Tea,Green Tea,Regular,Small Market,West,Nevada,0,-220,240,-508,25,125,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Nevada,40,20,19,16,50,17,02-01-2011
2,Coffee,Columbian,Regular,Small Market,West,Nevada,90,10,33,-7,79,46,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Nevada,70,20,28,9,67,29,02-01-2011
4,Espresso,Caffe Latte,Regular,Small Market,West,Nevada,40,30,0,46,46,12,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,West,Nevada,40,20,18,15,48,17,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Oregon,70,50,33,42,86,20,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,West,Oregon,80,30,44,45,107,26,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,West,Oregon,30,20,22,25,60,17,02-01-2011
12,Tea,Earl Grey,Regular,Small Market,West,Oregon,130,50,80,92,213,58,02-01-2011
13,Tea,Green Tea,Regular,Small Market,West,Oregon,140,60,86,105,220,49,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Oregon,320,100,170,147,362,71,02-01-2011
1,Coffee,Amaretto,Regular,Small Market,West,Oregon,160,40,54,-6,137,79,02-01-2011
2,Coffee,Columbian,Regular,Small Market,West,Oregon,190,50,65,37,165,65,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Oregon,160,70,52,56,136,38,02-01-2011
4,Espresso,Caffe Latte,Regular,Small Market,West,Oregon,120,20,59,27,141,55,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,West,Oregon,130,50,60,49,149,47,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,West,Washington,280,120,130,180,346,74,02-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,West,Washington,80,50,38,50,100,22,02-01-2011
11,Tea,Darjeeling,Regular,Small Market,West,Washington,110,40,65,98,185,43,02-01-2011
12,Tea,Earl Grey,Regular,Small Market,West,Washington,90,40,56,61,146,40,02-01-2011
13,Tea,Green Tea,Regular,Small Market,West,Washington,100,10,65,4,165,87,02-01-2011
4,Espresso,Caffe Latte,Regular,Small Market,West,Washington,100,40,48,52,117,27,02-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,West,Washington,110,20,53,18,126,53,02-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,West,Washington,140,60,70,61,164,43,02-01-2011
2,Coffee,Columbian,Regular,Small Market,West,Washington,170,70,58,65,151,40,02-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,West,Washington,270,60,92,22,234,113,02-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Colorado,280,100,162,140,346,69,03-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Colorado,110,20,52,-6,133,77,03-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,Central,Colorado,110,40,57,46,143,46,03-01-2011
11,Tea,Darjeeling,Regular,Major Market,Central,Colorado,110,20,58,24,137,55,03-01-2011
12,Tea,Earl Grey,Regular,Major Market,Central,Colorado,110,30,62,47,144,41,03-01-2011
13,Tea,Green Tea,Regular,Major Market,Central,Colorado,80,30,43,43,104,26,03-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Colorado,230,110,81,125,211,33,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Colorado,210,80,72,80,192,54,03-01-2011
1,Coffee,Amaretto,Regular,Major Market,Central,Colorado,220,100,87,134,227,36,03-01-2011
2,Coffee,Columbian,Regular,Major Market,Central,Colorado,200,90,84,102,206,40,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Colorado,240,110,95,150,249,38,03-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Illinois,180,90,87,135,227,35,03-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Illinois,160,60,84,104,206,39,03-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,Central,Illinois,200,100,95,151,249,37,03-01-2011
11,Tea,Darjeeling,Regular,Major Market,Central,Illinois,170,80,81,125,211,33,03-01-2011
12,Tea,Earl Grey,Regular,Major Market,Central,Illinois,150,40,72,79,192,55,03-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Illinois,660,260,243,313,604,113,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Illinois,560,200,239,220,509,91,03-01-2011
2,Coffee,Columbian,Regular,Major Market,Central,Illinois,380,140,154,177,391,94,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Illinois,280,120,109,151,285,56,03-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Iowa,490,210,243,315,604,112,03-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Iowa,230,110,109,151,285,56,03-01-2011
11,Tea,Darjeeling,Regular,Small Market,Central,Iowa,420,140,239,220,509,91,03-01-2011
12,Tea,Earl Grey,Regular,Small Market,Central,Iowa,480,160,245,260,582,126,03-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Iowa,40,20,16,13,44,16,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Iowa,50,40,0,47,46,11,03-01-2011
1,Coffee,Amaretto,Regular,Small Market,Central,Iowa,40,20,18,15,48,17,03-01-2011
2,Coffee,Columbian,Regular,Small Market,Central,Iowa,60,20,28,9,67,29,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Iowa,50,20,23,18,58,19,03-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Missouri,90,10,44,-9,114,69,03-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Missouri,90,-10,88,-47,113,50,03-01-2011
11,Tea,Darjeeling,Regular,Small Market,Central,Missouri,70,10,36,16,91,38,03-01-2011
12,Tea,Earl Grey,Regular,Small Market,Central,Missouri,60,0,33,-4,80,45,03-01-2011
13,Tea,Green Tea,Regular,Small Market,Central,Missouri,60,0,33,-6,80,46,03-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Missouri,140,70,49,70,129,25,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Missouri,130,60,48,67,126,25,03-01-2011
2,Coffee,Columbian,Regular,Small Market,Central,Missouri,190,40,85,58,201,65,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Missouri,170,60,74,67,174,44,03-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,Central,Ohio,40,30,21,22,56,17,03-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,Central,Ohio,60,40,32,42,84,19,03-01-2011
11,Tea,Darjeeling,Regular,Major Market,Central,Ohio,180,60,84,101,224,58,03-01-2011
12,Tea,Earl Grey,Regular,Major Market,Central,Ohio,180,70,89,110,228,51,03-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,Central,Ohio,380,130,162,140,346,69,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,Central,Ohio,150,40,58,22,137,56,03-01-2011
1,Coffee,Amaretto,Regular,Major Market,Central,Ohio,140,50,57,47,143,45,03-01-2011
2,Coffee,Columbian,Regular,Major Market,Central,Ohio,120,40,49,52,129,37,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,Central,Ohio,130,20,52,-6,133,77,03-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,Central,Wisconsin,140,70,62,93,178,42,03-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,Central,Wisconsin,100,50,49,70,129,25,03-01-2011
11,Tea,Darjeeling,Regular,Small Market,Central,Wisconsin,110,40,52,56,137,39,03-01-2011
12,Tea,Earl Grey,Regular,Small Market,Central,Wisconsin,130,10,63,1,160,86,03-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,Central,Wisconsin,180,60,71,61,165,43,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,Central,Wisconsin,130,60,49,50,119,29,03-01-2011
1,Coffee,Amaretto,Regular,Small Market,Central,Wisconsin,120,30,54,19,128,53,03-01-2011
2,Coffee,Columbian,Regular,Small Market,Central,Wisconsin,230,30,95,25,242,115,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,Central,Wisconsin,190,70,80,82,200,53,03-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,East,Connecticut,140,40,85,58,201,65,03-01-2011
10,Herbal Tea,Mint,Decaf,Small Market,East,Connecticut,120,50,74,68,174,43,03-01-2011
11,Tea,Darjeeling,Regular,Small Market,East,Connecticut,130,60,49,70,129,25,03-01-2011
13,Tea,Green Tea,Regular,Small Market,East,Connecticut,60,30,25,27,66,19,03-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,East,Connecticut,140,10,63,0,160,87,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Small Market,East,Connecticut,120,40,53,39,132,45,03-01-2011
2,Coffee,Columbian,Regular,Small Market,East,Connecticut,290,130,123,169,329,72,03-01-2011
8,Herbal Tea,Chamomile,Decaf,Major Market,East,Florida,80,30,49,52,119,28,03-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,East,Florida,90,20,54,18,128,54,03-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,East,Florida,120,50,71,59,165,44,03-01-2011
11,Tea,Darjeeling,Regular,Major Market,East,Florida,80,40,33,40,86,21,03-01-2011
13,Tea,Green Tea,Regular,Major Market,East,Florida,130,60,49,70,129,25,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Major Market,East,Florida,200,80,89,110,228,51,03-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,East,Florida,220,30,95,25,242,115,03-01-2011
6,Espresso,Decaf Espresso,Decaf,Major Market,East,Florida,180,70,80,80,200,54,03-01-2011
2,Coffee,Columbian,Regular,Major Market,East,Florida,190,70,84,99,224,59,03-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,East,Massachusetts,100,30,58,24,137,55,03-01-2011
11,Tea,Darjeeling,Regular,Major Market,East,Massachusetts,80,40,32,42,84,19,03-01-2011
13,Tea,Green Tea,Regular,Major Market,East,Massachusetts,50,20,21,22,56,17,03-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,East,Massachusetts,120,20,52,-6,133,77,03-01-2011
7,Espresso,Regular Espresso,Regular,Major Market,East,Massachusetts,310,100,162,140,346,69,03-01-2011
2,Coffee,Columbian,Regular,Major Market,East,Massachusetts,460,360,72,543,524,54,03-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,East,New Hampshire,50,0,33,-4,80,45,03-01-2011
11,Tea,Darjeeling,Regular,Small Market,East,New Hampshire,40,20,18,16,48,16,03-01-2011
13,Tea,Green Tea,Regular,Small Market,East,New Hampshire,40,30,0,47,46,11,03-01-2011
5,Espresso,Caffe Mocha,Regular,Small Market,East,New Hampshire,100,10,44,-10,114,70,03-01-2011
7,Espresso,Regular Espresso,Regular,Small Market,East,New Hampshire,70,0,33,-6,80,46,03-01-2011
1,Coffee,Amaretto,Regular,Small Market,East,New Hampshire,100,40,43,43,114,35,03-01-2011
2,Coffee,Columbian,Regular,Small Market,East,New Hampshire,110,40,47,39,127,46,03-01-2011
9,Herbal Tea,Lemon,Decaf,Major Market,East,New York,400,130,245,209,547,127,03-01-2011
10,Herbal Tea,Mint,Decaf,Major Market,East,New York,140,-80,214,-177,194,87,03-01-2011
11,Tea,Darjeeling,Regular,Major Market,East,New York,250,120,95,151,249,37,03-01-2011
12,Tea,Earl Grey,Regular,Major Market,East,New York,230,110,87,135,227,35,03-01-2011
13,Tea,Green Tea,Regular,Major Market,East,New York,210,100,81,123,211,34,03-01-2011
5,Espresso,Caffe Mocha,Regular,Major Market,East,New York,60,-190,125,-309,67,146,03-01-2011
7,Espresso,Regular Espresso,Regular,Major Market,East,New York,510,210,239,288,557,90,03-01-2011
2,Coffee,Columbian,Regular,Major Market,East,New York,640,270,270,384,719,146,03-01-2011
8,Herbal Tea,Chamomile,Decaf,Small Market,South,Louisiana,100,40,48,50,117,28,03-01-2011
9,Herbal Tea,Lemon,Decaf,Small Market,South,Louisiana,180,40,85,58,201,65,03-01-2011
2,Coffee,Columbian,Regular,Small Market,South,Louisiana,100,50,33,43,87,20,03-01-2011
3,Coffee,Decaf Irish Cream,Decaf,Small Market,South,Louisiana,150,70,49,70,129,25,03-01-2011
